Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Cooking_With_Microwave,Cooking_With_Grill,Cooking_With_Oven,Cooking_With_Stove,Cooking_With_Airfryer,Recycling_Glass,Recycling_Plastic,Recycling_Paper,Recycling_Metal
1,0,2,0,1,1,0,2,189,0,978,2,1,15,46,24,1,1,1,0,1,1,1,1,1,0
3,0,2,1,3,1,0,1,225,0,1585,3,1,12,36,1,2,1,1,1,0,1,1,0,0,1
0,0,1,3,2,0,0,2,139,3,92,2,2,11,21,1,0,1,0,1,1,0,1,1,0,1
3,0,3,2,1,2,1,1,217,0,4197,3,4,17,28,8,2,0,0,0,1,0,1,1,0,1
3,0,1,3,0,1,0,1,275,1,199,3,4,15,2,16,2,0,1,0,0,1,1,1,0,1
3,0,2,3,1,1,0,0,81,1,732,3,4,1,6,1,0,1,1,1,0,1,0,0,1,1
0,1,1,0,3,1,0,0,270,1,584,3,6,5,4,15,0,0,0,1,0,0,0,1,0,0
0,1,0,0,3,1,0,2,219,0,476,1,4,17,26,10,0,0,0,0,0,0,1,1,1,0
1,0,2,1,0,1,0,0,207,0,1507,2,4,24,2,15,0,0,0,0,0,0,1,0,0,1
0,1,3,1,2,2,2,0,131,2,6915,0,5,0,28,5,0,1,1,1,0,1,1,0,1,0
0,0,1,2,1,1,0,2,56,2,133,1,4,11,8,5,2,1,1,0,0,1,1,1,1,0
3,1,3,3,1,0,0,0,184,2,9,3,1,13,30,3,1,1,0,0,1,0,0,0,1,1
2,0,1,0,0,0,0,1,250,3,34,0,6,5,6,22,2,1,1,0,1,1,1,1,0,1
3,1,3,3,1,2,2,1,85,0,9359,1,2,19,32,10,1,0,1,0,0,1,0,1,1,1
0,0,0,3,3,0,0,0,126,3,62,2,1,13,27,4,0,1,0,1,0,0,1,1,1,0
0,1,1,3,3,1,0,2,297,2,1681,1,3,2,24,19,2,0,0,1,0,0,1,0,0,1
0,1,3,1,1,0,0,0,210,3,93,3,3,16,50,7,1,0,0,0,0,0,0,1,1,1
0,1,2,2,1,0,0,1,245,0,56,0,1,11,43,13,2,1,0,0,0,0,1,0,0,1
2,0,0,2,1,2,1,1,293,0,3509,3,7,9,33,14,0,1,0,0,1,0,0,0,0,1
2,0,3,3,2,0,0,0,173,2,37,0,2,15,34,10,2,1,1,0,1,1,1,1,1,1
0,1,2,3,1,2,1,1,123,0,6731,0,2,7,19,12,1,1,1,1,0,1,0,0,1,0
0,0,3,0,1,1,0,0,75,2,1388,0,1,19,5,6,0,1,0,1,1,0,1,1,1,0
3,1,3,2,0,2,2,2,256,1,159,2,7,4,33,16,2,1,1,1,0,1,0,1,0,1
3,1,3,0,1,2,3,2,73,3,7976,2,5,5,15,0,2,1,0,0,1,0,0,1,1,1
1,1,2,3,0,1,0,1,273,3,1032,0,7,7,13,18,1,1,1,1,0,1,0,1,1,0
0,1,1,0,1,1,0,1,129,2,1351,3,6,5,13,7,2,0,0,0,0,0,0,1,1,1
2,0,3,2,3,1,0,1,65,0,436,0,2,9,46,23,1,0,1,0,1,1,0,0,0,0
3,0,1,2,2,2,1,2,231,2,4595,3,4,16,41,10,1,1,0,1,1,0,0,0,0,1
0,1,3,2,2,1,0,1,271,3,770,0,4,0,37,1,0,0,0,0,1,0,0,1,1,1
1,0,2,2,3,1,0,2,137,2,1632,1,2,13,23,20,2,1,0,0,0,0,0,0,0,1
1,0,0,2,3,1,0,0,54,2,69,2,5,0,15,17,0,1,0,0,1,0,1,0,0,1
1,1,0,3,0,1,0,1,219,3,1876,1,4,14,37,14,2,0,1,1,1,1,1,0,0,1
3,1,1,0,1,1,0,2,68,3,158,3,3,5,38,7,0,0,1,0,1,1,0,1,1,1
1,0,2,0,1,1,0,0,289,1,838,2,6,18,5,6,1,0,0,1,0,0,1,0,0,1
2,1,3,3,0,2,5,2,76,2,2723,1,7,6,28,17,2,1,0,0,1,0,1,1,0,0
0,0,1,1,0,1,0,0,67,1,593,3,2,11,26,17,0,1,0,0,0,0,0,0,1,0
3,0,1,0,2,2,3,2,296,3,4910,2,5,5,40,22,0,0,0,1,0,0,1,1,0,1
2,0,2,1,3,0,0,0,244,2,61,3,7,0,19,9,0,1,0,0,1,0,1,1,0,0
3,0,2,0,1,0,0,1,105,2,54,0,2,7,49,6,1,1,1,0,0,1,0,0,1,1
2,1,0,0,3,2,5,1,275,2,4425,3,2,11,13,23,0,0,1,1,0,1,0,1,0,0
1,1,2,3,1,0,0,0,83,0,85,1,6,0,41,22,1,1,1,1,0,1,0,1,0,0
2,0,3,3,1,2,4,2,162,2,7434,3,6,14,14,5,1,0,1,0,1,1,1,1,1,1
1,1,2,2,0,2,3,0,209,1,7258,1,1,9,27,18,2,1,0,1,0,0,0,0,1,1
1,1,1,1,2,0,0,0,76,3,7,2,5,2,39,22,1,1,1,0,1,1,0,0,1,0
1,1,3,0,1,0,0,2,72,1,74,0,3,2,19,5,2,1,0,1,1,0,0,1,1,0
3,1,1,1,0,0,0,2,282,3,37,2,5,14,30,22,2,1,1,0,1,1,1,0,1,0
2,1,1,3,1,2,2,2,298,3,1170,0,1,15,1,22,1,1,0,0,0,0,1,0,0,1
0,1,2,1,2,2,4,0,170,3,6890,0,2,15,39,11,1,1,0,0,0,0,1,0,1,1
1,1,1,2,1,1,0,2,234,2,506,0,4,12,43,0,1,0,0,1,1,0,0,0,0,1
3,1,2,3,3,0,0,1,282,3,99,1,6,10,28,14,0,1,1,0,1,1,0,1,0,0
2,0,3,0,3,2,2,0,215,3,1695,0,6,22,31,24,1,1,0,0,1,0,0,0,1,1
2,0,0,1,0,2,2,0,175,1,5671,0,4,16,45,14,1,0,0,1,1,0,1,1,0,0
0,0,2,0,0,2,2,1,190,3,8553,3,6,6,44,19,1,1,1,1,1,1,1,1,0,1
0,1,0,3,1,1,0,1,73,2,1418,1,7,15,6,12,1,0,1,1,1,1,0,0,1,1
0,0,0,1,0,1,0,0,214,2,382,1,3,10,24,18,0,0,1,0,1,1,1,1,1,0
0,0,2,1,3,2,1,1,127,3,5005,1,6,20,37,6,1,0,1,0,0,1,1,1,1,0
3,0,3,1,0,0,0,1,62,0,77,2,4,3,33,10,2,1,0,0,1,0,1,0,1,1
0,1,3,0,0,1,0,2,199,2,194,1,2,17,45,5,0,0,0,0,1,0,0,0,0,0
0,1,3,3,2,1,0,0,256,1,1446,0,6,16,25,5,0,1,0,1,0,0,0,1,1,1
3,0,1,0,1,0,0,2,223,1,58,3,6,13,26,7,0,1,1,0,0,1,1,0,1,0
2,0,1,2,3,2,4,0,185,2,7570,2,2,14,48,13,2,1,1,0,0,1,1,0,1,0
0,0,1,0,3,2,4,1,125,2,8298,1,2,4,12,12,0,1,0,1,0,0,1,0,0,1
2,0,0,3,1,2,2,1,294,0,3216,0,1,5,20,21,0,1,0,0,1,0,1,1,1,0
1,0,2,1,1,2,1,1,187,2,9945,3,3,1,9,13,1,0,0,0,1,0,1,1,1,0
0,1,0,2,3,1,0,1,155,3,499,1,6,17,5,2,1,0,1,0,0,1,1,1,0,1
0,0,1,3,2,1,0,1,277,1,1426,1,3,4,13,16,0,0,1,1,1,1,1,1,1,1
1,1,2,1,1,2,2,0,296,0,95,0,5,9,15,11,1,0,0,0,1,0,0,1,1,0
1,0,1,0,1,2,5,1,213,0,1467,0,6,7,28,1,0,1,0,0,1,0,1,0,0,1
3,0,0,1,1,1,0,1,269,3,1172,2,2,7,44,20,2,0,0,1,1,0,0,1,1,1
3,0,3,1,0,1,0,1,86,2,1212,0,7,6,24,3,2,1,1,0,1,1,0,0,0,0
0,1,2,1,0,0,0,1,228,0,99,1,6,13,24,18,2,1,0,1,1,0,0,1,1,0
0,1,0,1,0,2,4,0,243,3,2787,1,2,21,16,14,1,0,0,1,0,0,0,0,1,1
0,1,2,1,3,0,0,2,276,2,7,1,3,10,28,12,0,0,1,0,1,1,0,1,1,1
3,1,2,3,0,2,2,1,292,1,3347,3,4,24,40,0,1,0,1,1,0,1,1,1,1,1
0,0,1,0,0,1,0,0,282,1,1475,1,7,0,31,9,0,1,1,1,1,1,1,1,0,0
1,0,0,2,3,1,0,1,74,0,1873,2,7,9,36,23,2,0,0,0,0,0,1,0,0,1
0,0,1,1,3,1,0,0,208,0,1661,2,2,24,29,10,1,0,1,0,0,1,1,0,0,1
3,1,2,2,1,1,0,0,260,1,774,1,2,6,34,24,2,0,0,1,0,0,0,1,1,1
3,1,1,3,0,1,0,1,294,0,1043,3,2,5,42,15,2,0,1,1,1,1,0,0,0,1
1,0,0,1,0,2,3,1,52,1,9006,0,4,19,46,23,0,0,0,0,0,0,0,0,1,1
1,1,1,0,3,0,0,0,229,1,15,2,2,22,22,12,2,1,1,0,1,1,0,0,1,0
1,1,3,3,3,1,0,1,291,3,1199,2,5,0,21,15,2,1,1,1,0,1,0,0,1,1
1,0,3,2,1,0,0,0,184,1,20,1,2,12,34,9,2,0,1,1,1,1,0,1,1,0
0,1,1,3,2,2,5,2,131,2,4058,2,3,11,14,17,2,0,0,0,1,0,1,0,1,1
0,1,1,2,2,0,0,0,288,1,95,0,4,20,8,7,1,1,0,0,1,0,0,1,1,0
2,1,2,2,1,0,0,0,192,1,71,3,5,20,3,13,1,0,1,1,0,1,0,1,1,0
2,0,3,3,0,1,0,2,175,0,1603,1,5,6,44,22,2,1,0,1,1,0,1,0,0,1
2,0,0,0,3,1,0,1,64,0,1595,1,2,16,49,4,0,0,1,1,0,1,0,0,0,1
2,1,1,1,1,0,0,1,62,1,92,1,4,10,9,1,0,0,1,0,1,1,0,1,0,0
3,0,3,0,3,0,0,2,56,1,80,3,3,19,50,5,2,0,0,1,0,0,1,0,0,1
1,1,3,1,0,0,0,2,209,1,21,1,3,7,31,6,0,0,1,0,0,1,0,0,1,0
0,0,2,2,0,0,0,1,136,1,31,3,3,6,15,19,2,1,1,0,0,1,1,1,0,0
0,1,0,1,2,0,0,1,284,0,3,0,2,7,12,12,0,0,0,1,1,0,1,1,1,0
1,1,3,1,1,2,2,2,276,3,2698,3,1,9,50,4,1,1,0,1,1,0,0,0,1,0
3,0,0,2,3,2,2,1,209,3,1580,1,5,2,19,19,0,1,1,0,1,1,1,0,0,0
2,0,2,2,2,2,1,0,86,2,5541,0,3,24,0,17,0,1,1,0,0,1,0,1,0,0
1,0,2,3,0,2,3,2,238,2,7014,1,2,1,10,8,0,0,1,0,1,1,0,1,0,0
3,1,2,3,1,1,0,2,79,0,1122,3,5,10,5,19,1,1,1,1,0,1,1,1,1,0
1,1,1,2,1,2,3,2,200,3,1644,0,3,3,27,11,1,0,0,1,1,0,1,1,0,1
3,0,3,1,3,1,0,0,214,2,1854,1,3,16,29,9,1,0,1,1,0,1,0,0,0,1
0,1,0,0,3,0,0,1,59,0,72,2,6,4,39,7,1,0,1,1,1,1,0,0,1,1
1,1,1,3,0,2,3,2,235,0,4383,0,2,9,6,21,0,0,0,0,1,0,0,1,0,1
2,0,0,3,1,0,0,0,50,1,69,3,7,11,28,24,0,0,0,0,1,0,0,0,1,1
0,0,2,1,3,2,3,2,122,3,5954,2,4,14,11,21,2,1,1,0,1,1,0,0,0,0
3,1,3,2,2,2,5,1,218,2,9258,0,4,12,20,20,1,0,0,0,1,0,0,0,1,0
1,1,1,0,3,2,2,0,156,1,2041,1,1,17,0,18,0,0,0,1,0,0,1,1,0,1
0,1,2,3,1,2,2,2,289,3,2033,2,7,1,40,1,0,1,1,1,1,1,1,1,0,0
2,0,3,1,2,1,0,0,168,1,1958,3,7,19,9,9,2,0,1,1,1,1,1,1,1,0
2,1,3,3,1,0,0,2,242,1,58,1,5,10,38,2,0,1,1,1,0,1,0,0,0,0
0,1,1,2,1,0,0,0,73,1,92,2,4,15,32,8,2,0,1,0,1,1,1,0,1,1
0,0,3,1,1,0,0,0,145,0,93,2,1,9,43,0,1,0,1,1,0,1,0,1,1,0
0,0,2,1,2,2,2,1,214,3,7926,2,5,19,7,16,2,0,1,0,0,1,0,0,0,0
1,1,2,0,0,1,0,0,117,0,1988,3,7,15,10,9,2,1,1,0,0,1,0,1,1,0
2,1,3,0,3,1,0,2,118,1,757,2,4,6,25,9,2,1,0,0,0,0,0,0,1,1
0,0,2,3,1,2,4,1,292,2,8497,0,6,22,23,4,0,1,1,1,1,1,0,0,0,0
2,0,0,3,2,0,0,0,162,1,62,0,4,3,42,6,2,1,0,1,0,0,1,1,0,0
0,0,1,0,2,2,3,0,209,2,5323,2,3,16,3,24,0,1,0,0,1,0,1,0,0,0
2,1,3,3,0,0,0,1,222,0,17,3,5,22,17,1,1,1,0,0,0,0,1,0,1,1
1,1,1,1,3,1,0,0,181,0,5,0,2,7,16,14,1,0,0,1,0,0,0,0,0,0
0,0,0,0,1,1,0,2,74,2,1997,0,1,20,24,3,1,0,0,0,0,0,1,1,1,0
2,1,1,3,3,2,1,2,120,1,7153,2,7,6,17,16,0,0,0,1,0,0,0,0,0,1
3,1,2,3,3,1,0,2,163,3,1301,2,2,23,33,8,1,1,1,1,0,1,0,1,1,0
0,1,1,1,1,2,1,2,264,1,2864,2,7,24,47,19,0,1,0,0,1,0,1,1,1,0
1,1,1,2,1,2,4,0,252,2,6029,3,3,20,33,15,0,0,0,0,0,0,1,1,1,0
0,1,0,0,2,2,2,2,68,1,825,2,7,17,21,4,1,1,0,1,0,0,0,1,0,1
1,1,0,1,1,1,0,0,177,0,660,3,6,12,22,11,1,1,1,0,0,1,1,0,0,0
3,0,0,2,2,1,0,2,94,0,967,0,2,17,6,2,1,1,0,1,0,0,1,1,0,1
2,1,2,3,0,1,0,0,247,2,1111,0,3,0,34,11,0,1,0,0,0,0,0,1,0,0
2,1,1,3,0,1,0,2,144,0,884,0,4,7,19,16,2,0,0,1,0,0,0,0,1,1
0,1,1,0,1,2,5,0,99,1,704,1,6,4,23,3,0,0,1,0,0,1,0,1,0,1
0,0,2,3,3,2,4,1,278,2,2514,1,5,20,45,3,0,0,0,0,0,0,0,0,1,1
2,0,2,1,3,2,3,0,89,0,3208,3,2,5,9,1,2,0,1,1,0,1,1,1,1,0
0,1,0,0,0,1,0,0,69,0,1954,0,1,6,25,14,1,1,0,1,1,0,0,1,1,0
0,0,3,0,2,0,0,1,62,3,92,1,6,3,37,24,1,1,1,0,1,1,1,1,0,0
2,1,2,3,3,1,0,0,110,2,1438,2,4,16,26,8,0,0,0,0,0,0,1,1,1,1
2,0,1,3,3,1,0,1,223,1,1923,2,7,9,0,24,0,1,0,0,0,0,1,0,1,0
1,1,0,0,3,1,0,0,73,1,846,2,4,4,9,17,1,0,0,1,1,0,1,0,1,1
1,0,2,2,1,0,0,0,248,2,65,2,5,10,7,13,0,0,1,1,0,1,1,1,0,0
1,0,2,1,0,0,0,0,145,1,41,0,3,17,47,23,1,1,1,1,1,1,0,1,0,1
1,1,0,1,1,1,0,2,216,2,635,2,4,11,46,7,0,0,0,0,1,0,1,1,1,1
3,0,3,1,0,2,4,0,255,3,9842,2,4,4,46,0,0,1,1,1,1,1,0,1,0,0
2,0,0,1,3,0,0,0,54,1,77,1,1,10,46,3,2,1,0,1,1,0,1,0,1,1
3,1,2,3,0,2,3,0,189,3,7953,1,7,15,21,3,2,1,0,0,0,0,1,0,0,0
1,1,3,2,1,0,0,0,216,1,48,0,3,5,31,0,2,0,1,1,1,1,1,0,0,1
3,0,0,0,3,0,0,2,273,3,86,0,7,11,3,8,1,1,1,0,0,1,0,0,1,1
1,1,0,0,0,0,0,1,281,1,18,2,4,23,40,4,0,0,0,1,1,0,1,0,0,1
0,0,3,3,1,0,0,2,171,3,65,2,5,14,47,9,0,0,0,1,1,0,0,1,0,0
3,0,2,0,1,2,4,2,158,1,1844,2,6,4,9,6,2,0,0,1,0,0,1,0,1,1
0,0,0,3,0,0,0,2,198,2,91,1,7,16,13,8,0,0,0,1,1,0,1,1,1,1
3,1,2,1,0,1,0,1,270,3,1749,3,6,6,4,16,1,0,0,1,0,0,1,0,1,1
2,1,0,1,3,2,1,2,224,0,4397,0,6,23,1,16,1,0,1,0,1,1,1,1,0,0
0,0,3,2,2,1,0,1,186,0,1008,2,5,13,11,19,0,1,0,0,1,0,0,1,1,1
2,1,1,2,2,0,0,1,122,0,19,3,5,19,13,23,1,0,0,0,0,0,1,1,1,1
1,0,0,1,1,2,1,0,158,1,6419,1,6,16,24,15,0,1,0,0,1,0,1,1,0,1
3,0,3,3,0,0,0,2,91,2,95,3,3,8,45,0,2,1,1,1,1,1,0,1,0,1
3,0,1,3,3,0,0,0,186,1,8,2,5,15,8,0,1,0,1,1,0,1,0,1,0,1
1,0,0,1,1,2,1,2,272,0,7008,1,4,3,28,17,2,1,0,0,0,0,0,0,0,1
0,1,1,2,0,1,0,2,90,0,1601,2,7,17,1,5,2,1,0,0,1,0,0,0,0,1
1,0,0,2,0,0,0,1,232,3,0,2,7,18,21,8,2,1,1,1,1,1,0,1,1,0
0,1,1,3,0,2,2,0,222,2,1072,1,3,12,19,8,1,0,1,0,1,1,1,1,0,0
3,0,3,1,1,1,0,1,229,0,695,1,6,13,17,14,2,1,1,0,1,1,0,0,1,1
0,0,2,3,1,0,0,0,99,2,42,1,1,21,30,3,0,1,1,0,0,1,1,1,1,1
2,1,1,1,3,2,2,1,238,2,9316,3,3,8,29,0,1,0,0,1,0,0,1,0,0,0
1,1,3,2,3,2,1,2,54,0,9507,1,5,13,35,13,2,0,1,1,0,1,1,1,0,0
0,1,3,1,2,1,0,1,191,1,1635,3,7,22,18,2,1,0,0,0,0,0,1,1,1,1
3,0,3,2,1,1,0,1,97,0,810,1,5,24,20,12,2,1,1,0,1,1,1,1,1,0
3,0,3,0,3,2,5,1,161,2,1899,1,6,22,24,17,2,1,1,0,0,1,1,1,1,0
0,1,3,1,1,1,0,2,259,1,103,1,5,8,2,6,2,1,0,0,0,0,1,0,1,1
0,1,3,1,0,0,0,1,147,1,71,2,2,18,6,15,0,0,0,0,1,0,1,0,0,1
2,1,3,3,2,0,0,2,212,2,86,2,1,13,25,1,0,1,1,0,0,1,1,1,0,1
0,1,2,3,1,1,0,0,263,3,818,0,7,18,17,10,2,0,0,1,1,0,1,0,1,1
3,1,0,0,0,2,1,1,206,0,4809,1,4,13,33,11,0,0,1,1,0,1,0,1,1,0
3,0,3,2,0,0,0,1,209,2,92,0,3,11,44,14,0,0,0,1,1,0,1,0,0,1
0,0,2,1,3,2,2,0,236,1,3610,0,2,12,37,22,2,1,0,0,1,0,0,1,1,0
3,0,2,3,2,2,2,0,110,2,5696,1,4,11,45,12,0,1,0,1,0,0,0,0,1,0
1,0,3,3,3,1,0,0,123,3,1795,2,3,19,27,23,0,0,1,0,0,1,1,1,1,1
3,0,0,0,0,0,0,0,297,0,98,0,5,1,14,0,1,0,1,0,0,1,0,0,1,1
0,1,3,0,2,1,0,2,159,0,1895,3,4,22,36,21,0,1,0,0,1,0,0,0,1,1
3,0,3,3,3,1,0,2,165,3,1321,0,4,19,9,6,2,0,1,0,0,1,1,0,0,0
3,0,0,2,2,1,0,0,274,1,824,0,1,4,13,15,2,0,0,1,0,0,1,0,1,0
3,1,2,0,0,1,0,1,282,1,984,2,1,18,35,2,1,0,1,0,1,1,0,1,0,0
3,0,2,0,0,0,0,2,212,1,95,2,6,16,46,10,2,1,0,1,1,0,0,1,0,0
2,0,2,0,1,2,2,1,80,2,9746,1,5,19,25,3,2,0,0,1,0,0,0,1,1,1
1,0,3,3,1,2,3,2,204,0,3315,0,6,7,36,9,1,1,1,0,0,1,0,0,1,1
3,0,0,3,2,0,0,0,98,2,32,3,4,12,46,21,1,1,1,0,0,1,1,1,1,0
2,1,2,3,1,2,3,0,130,0,7885,2,6,6,18,23,1,0,1,0,0,1,0,0,0,1
0,1,0,3,2,0,0,0,59,1,51,0,1,14,2,0,2,1,1,1,1,1,1,1,0,1
3,0,3,1,3,2,1,2,276,3,2916,2,5,21,42,8,2,1,0,1,1,0,0,0,1,1
3,1,2,3,3,0,0,1,273,3,54,3,5,12,37,8,2,0,0,0,0,0,0,1,0,0
2,1,1,3,1,1,0,2,71,3,1758,0,4,19,29,18,0,1,1,1,1,1,1,0,1,1
0,0,3,3,2,1,0,1,109,1,1414,0,4,1,15,4,2,1,0,0,1,0,0,1,0,1
1,1,2,2,3,1,0,2,127,3,479,3,5,1,25,2,0,1,0,1,1,0,0,0,0,0
0,1,1,0,2,0,0,0,281,2,25,2,1,17,43,20,2,1,1,0,0,1,1,1,0,1
2,0,3,1,2,1,0,2,108,2,575,1,6,15,45,20,0,0,0,0,1,0,0,0,1,0
3,0,1,2,3,1,0,0,268,0,23,1,7,21,3,20,2,1,1,0,1,1,0,0,1,1
0,1,0,0,1,1,0,2,100,0,1401,3,7,4,26,12,0,0,0,1,1,0,0,0,1,0
3,1,2,2,2,1,0,0,112,3,197,1,5,0,33,23,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,0,1,107,2,780,3,7,6,27,0,1,0,0,1,1,0,1,1,1,1
3,0,1,2,2,0,0,2,226,1,22,2,4,5,4,13,0,1,1,1,1,1,0,1,1,0
0,0,1,2,3,0,0,1,124,3,56,1,7,12,42,14,1,1,1,0,0,1,1,1,0,0
2,0,1,1,0,1,0,1,159,0,57,3,6,13,29,19,0,1,0,1,0,0,1,0,1,1
2,0,0,3,2,2,4,0,233,0,3805,1,2,14,15,20,1,1,1,1,1,1,0,0,1,0
3,0,3,3,1,2,1,0,144,3,7958,1,6,13,46,24,0,0,0,0,0,0,1,1,0,0
0,0,0,2,1,1,0,1,209,3,137,0,4,10,45,23,1,0,0,1,1,0,0,1,0,1
2,0,2,2,0,0,0,2,118,2,82,2,3,5,30,16,1,1,1,0,0,1,1,0,0,1
1,0,0,2,3,0,0,0,290,1,8,3,7,20,40,15,0,0,0,0,1,0,0,0,0,1
1,1,0,0,3,1,0,0,299,1,298,2,2,21,48,1,1,1,0,0,1,0,1,1,1,1
0,1,2,1,3,1,0,1,99,3,308,3,4,13,37,14,0,0,0,0,0,0,1,1,0,1
1,1,3,1,1,2,1,2,183,2,8198,2,2,5,21,16,2,0,0,0,1,0,0,0,0,1
3,1,3,2,2,1,0,0,161,0,1092,1,2,8,50,10,1,0,0,0,0,0,0,0,0,0
2,1,2,1,0,0,0,2,54,0,20,3,4,5,39,14,1,1,0,1,1,0,0,0,1,1
1,0,3,3,0,0,0,1,52,2,42,0,6,19,42,21,2,1,0,0,1,0,1,0,0,0
1,0,2,0,2,1,0,1,118,0,854,1,5,10,32,7,1,1,1,1,1,1,0,1,1,1
0,0,2,2,0,2,2,0,120,2,1401,2,2,16,33,1,1,0,0,0,1,0,1,1,1,1
1,1,1,2,0,2,1,0,266,3,4293,3,6,19,8,5,2,0,0,1,0,0,1,0,1,1
0,1,2,2,2,2,5,0,229,0,5235,0,2,15,37,13,2,1,0,1,0,0,1,0,1,1
2,0,3,3,2,0,0,1,122,0,42,3,6,14,49,17,1,0,0,0,1,0,1,1,1,1
0,0,2,0,2,1,0,1,290,0,317,3,5,2,15,20,0,0,0,0,1,0,0,1,1,0
3,0,3,3,3,1,0,2,244,1,762,1,6,6,2,18,0,0,1,1,1,1,1,1,1,1
2,1,0,1,3,0,0,2,274,0,26,3,7,21,22,12,1,0,0,1,1,0,0,1,1,0
3,1,0,0,3,0,0,2,211,2,99,0,3,19,21,1,2,1,0,1,1,0,0,1,1,1
2,1,3,3,3,0,0,2,116,0,0,1,4,13,38,15,2,1,0,0,1,0,0,0,1,0
1,0,3,3,0,0,0,0,282,0,70,3,5,10,18,15,1,0,1,0,1,1,0,0,1,0
1,0,3,0,1,0,0,1,53,2,70,1,7,2,45,24,1,1,0,1,0,0,0,1,0,0
3,1,0,0,2,2,1,0,222,3,1771,2,3,5,8,12,1,0,0,1,0,0,1,0,0,0
3,0,0,0,2,1,0,2,153,0,1692,3,6,2,31,21,0,1,0,1,1,0,0,1,1,1
3,0,0,3,0,1,0,0,286,3,909,1,6,4,42,22,0,1,1,1,0,1,1,1,1,0
1,0,2,3,3,0,0,0,76,0,81,2,6,19,39,1,1,1,0,1,0,0,0,1,1,0
3,0,3,2,2,2,1,1,191,1,8358,2,5,16,20,10,0,0,0,0,0,0,0,0,1,0
3,0,1,3,2,0,0,1,254,0,67,2,4,14,35,0,0,1,0,0,1,0,1,1,1,0
0,1,1,1,2,1,0,1,226,1,1862,1,5,24,14,23,2,0,1,0,1,1,0,1,0,1
0,0,2,1,1,2,1,0,266,2,3800,0,7,23,8,5,0,1,1,0,1,1,0,0,1,1
3,0,3,0,2,1,0,2,207,2,1287,2,5,9,36,5,0,1,0,0,1,0,0,1,1,1
1,1,3,3,1,1,0,0,137,1,1320,2,1,13,18,2,1,1,1,1,1,1,1,0,1,0
0,1,2,1,1,2,1,1,95,2,7468,2,7,5,47,22,2,0,1,0,0,1,1,0,1,1
2,0,0,2,1,1,0,1,125,3,480,1,2,10,50,8,2,1,0,1,0,0,1,1,1,0
0,1,2,0,2,1,0,1,279,0,1301,1,4,9,4,15,2,1,0,0,1,0,1,0,0,1
0,0,2,0,0,0,0,2,64,1,50,0,5,13,44,24,1,0,0,1,0,0,1,1,0,1
3,0,2,3,0,1,0,1,183,1,1598,1,2,11,35,20,1,0,1,1,0,1,1,0,0,0
3,0,3,1,0,1,0,2,271,1,963,0,6,1,47,1,0,1,0,1,0,0,0,0,1,0
0,1,1,2,3,0,0,1,139,0,3,0,3,21,27,21,0,1,0,1,0,0,1,1,1,0
3,1,1,1,2,0,0,1,244,1,42,0,5,21,30,10,0,1,1,1,1,1,0,0,0,0
3,1,0,3,2,2,1,1,159,2,732,0,7,10,46,24,2,1,0,1,1,0,1,0,1,0
2,1,1,1,2,0,0,1,189,1,25,0,4,9,35,0,2,0,1,0,0,1,0,1,1,0
2,0,2,2,3,2,1,1,187,3,196,2,4,16,8,10,2,1,0,1,1,0,1,1,0,0
2,0,0,0,2,1,0,1,227,2,638,1,4,20,19,17,0,0,1,0,1,1,0,1,0,1
2,1,1,0,0,0,0,2,144,1,50,1,2,20,47,5,1,0,0,1,1,0,1,0,0,0
3,1,1,3,1,0,0,2,196,3,16,1,5,2,31,11,0,0,1,0,0,1,1,0,1,0
0,1,0,3,1,2,4,1,169,2,5393,1,3,13,2,5,1,1,1,1,0,1,1,0,0,1
2,1,1,0,2,0,0,0,123,3,83,2,5,18,46,23,0,0,1,0,0,1,1,1,0,0
2,1,1,2,1,2,3,2,247,0,7749,3,5,5,20,8,0,1,1,0,0,1,1,0,1,1
0,1,2,3,1,1,0,2,289,0,860,2,4,18,46,16,1,0,0,1,0,0,0,0,0,0
2,1,2,0,0,0,0,0,207,3,65,1,2,12,20,8,0,1,1,0,0,1,0,0,1,0
3,0,0,1,0,2,4,0,295,0,2761,2,3,2,1,8,1,1,0,1,0,0,0,1,1,0
1,1,1,1,1,2,2,2,299,0,9445,2,5,12,20,15,2,0,0,1,1,0,1,1,1,0
1,1,3,3,1,1,0,2,57,3,64,2,2,9,6,21,1,0,1,1,0,1,0,1,1,1
0,0,1,0,3,2,2,1,240,3,6726,0,7,15,6,16,1,1,0,1,0,0,1,0,1,0
2,1,0,0,1,0,0,0,240,1,81,3,2,22,30,6,1,1,1,1,1,1,0,0,1,1
3,0,3,3,0,0,0,1,82,2,54,1,4,3,47,18,0,1,0,0,1,0,0,1,0,1
1,0,2,0,3,0,0,0,214,0,37,1,6,3,8,8,0,0,1,1,1,1,0,1,1,0
0,1,1,2,0,0,0,0,275,0,18,3,3,18,10,0,2,1,1,0,1,1,1,0,1,0
1,1,1,0,1,0,0,0,131,3,70,3,7,10,37,7,0,1,0,1,1,0,1,0,0,0
